Content;Label
Alhamdulillah saya sangat terbantu dengan dokter yang tersedia di halodoc;Positif
Sangat membantu;Positif
Hp nge hang gara² instal padahal memori masih banyak;Negatif
Sayang pembayaran halo doc tdak fleksibel.. tak bisa tansfer bank;Negatif
Membantu ke raguan ibu;Positif
BAGUSS BNGT HALODOC TUHH ILY DEHHH. saran aja, tolong tambahin payment pakai pulsa :D;Positif
Dokternya ramah. Resep membantu.;Positif
Tolong untuk pengiriman instan jangan dibuat flat. Karna seringnya beli obat karna urgent. Kami ngga masalah kalo harus bayar sesuai dengan jarak.;Negatif
Selama ini halodoc memudahkan segalanyaaaaa;Positif
Baik;Positif
sudah lebih dari 3 kali pakai halodoc, Alhamdulillah resep yang di berikan selalu obat² bagus;Positif
pertama kalinya konsultasi seneng bgt dokternya ramah dan langsung memberikan resep yg baik;Positif
Bagus, pelayanan cepat;Positif
Semoga bisa membantu;Positif
Terima kasih sangat membantu;Positif
cepat sekali respon dokter dan biaya konsultasi masyaAllah terjangkau dan ada free konsul nantinya dari lifebouy.;Positif
Terima kasih banyak dok🙏;Positif
Sangat membantu saya yg selalu pusing tentang kondisi kulit wajah;Positif
Praktis dan cepat tidak perlu antri;Positif
Sangat membantu;Positif
sangat membantu;Positif
Bagus;Positif
Sangat membantu dan praktis;Positif
Alhamdulillah bagus sih! Aplikasi ini bisa membantu masyarakt yg mngalami kesulitan dlm playanan kesehatn di saat para medis di sekitar msyarkt yg total brhnti krn adanya halangan brtugas! Cuma ada kendala ktika akn top up untk pembayarn obat tdk bisa trhubung jdi trpaksa mgkin harus beli obat di daerah trdekat!!! Mksih hallo dok!!!;Positif
Sangat membntu;Positif
saldo terpotong, dokter sibuk, da belum dikembalikan;Negatif
Baik;Positif
Aplikasi lancar dan sangat membantu;Positif
Bagus;Positif
Terbantu sekali dengan aplikasi ini.;Positif
Baik;Positif
Sangat membantuu;Positif
Sangat cepat responnya;Positif
Membantu banget untuk urusan hewan, bagusss bangett;Positif
Terbaik;Positif
Dokter nya ramah;Positif
Sangat membantu;Positif
Respon sangat cepat;Positif
Bagus terutama di tengah malam. Blh ditambah menu utk menilai driver atau kasih tips utk driver dong min. Kasihan para pejuang receh klo gk diapresiasi, krn masnya baik bgt, jdnya ngasih tunai deh dan kebetulan lg ada pegang uang tunai.. tp uang tunai gak selalu ada loh jaman skrg yg semua serba Qris;Positif
Sanagat membatu;Positif
Mantap;Positif
Mumudahkan;Positif
Baik;Positif
Penjelasan bagus;Positif
Baik;Positif
Membantu banget buat yang suka diluar kota terus orang rumah lagi sakit jadi bisa pesenin dari jauh terimakasih buat yang udah develop ide apk ini anda berpahala besar;Positif
sangat membantu tangani orang tua yg tidak mau pergi ke dokter pada saat sakit;Positif
Sangat membantu, Dr. Nyan ramah;Positif
Benar benar sangat membantu;Positif
Sangat membantu;Positif
Tolong berikan gratis ongkir;Negatif
Kecewa sih, padahal saya search dokter sp.Gk tapi dokter Sp.A juga ikut muncul di list. Akhirnya saya salah pilih dokter dan ngga bisa konsul,melayang gitu aja uang saya😭😭😭😭;Negatif
Sangat membantu!!!;Positif
Membantu sekali untuk orang yang malas antri dan waktu luang untuk ke dokter offline😁;Positif
mntap pelayanannya bgus mohon ditambhi dengn ewallet yg lain;Positif
Terimakasih sangat membantu;Positif
Sangat membantu sangat rekomendasi;Positif
Sangat membantu;Positif
Pengalaman pertama konsultasi halodoc. Ternyata lebih enak gak usah keluar rumah.;Positif
Sangat membantu dimanapun dan kapan pun;Positif
Pengiriman cepat dan sangat membantu;Positif
Sangat membantu;Positif
Apakah memang ada batasan waktu ya pas konsultasi? Tadi saya tinggal chatnya ga sampe satu jam belum saya bales balik, tapi sm dokternya udh dianggap selesai, uang saya sia sia.;Negatif
nyesel pesan obat dari aplikasi halodoc, ternyata lama banget pengirimannya. aku kira bakal direkomendasikan apotek terdekat, gak tahunya malah dari luar pulau. kalau daerah Kalimantan Selatan perkiraan aku bakal dikirim dari Banjarmasin, ternyata malah dari Surabaya. obat sudah ditunggu, sampai hari ini belum sampai juga.;Negatif
sangat membantu dan praktis;Positif
Yang susah dicari obatnya selalu ada disini, harga obatnya pun ga mahal;Positif
Sangat membantu . Sakit tidak perlu antri ke RS;Positif
bagusss;Positif
Alhamdulillah, bisa konsultasi di halodoc bersama para ahli profesional dengan biaya konsultasi terjangkau😊🙏 Kapan lagi bisa konsultasi mudah, rekomendasi banget sii. Apalagi untuk kaum introvert 😊 terimakasih halodoc;Positif
Sangat membantu;Positif
Pas kerja shift malem tiba - tiba muncul ruam merah di kaki dan keluar cairan. Panik karena baru ngeh dan lumayan perih akhirnya langsung konsul ke halodoc. Mulai dari chat dengan dokter, di resepkan obat, dan bahkan langsung diantarkan obat yg sudah diresepkan ke perusahaan (posisi kerja shift malem). Overall gratis karena ditanggung asuransi perusahaan hehe. Terimakasih halodoc 🫶;Positif
Sangat membantu;Positif
Sangat bagus;Positif
Apakah bisa berobat & mendapatkan surat dokter online nya?;Positif
Ini aplikasi yang sangat sangat bermanfaat bagi masyarakat;Positif
Bagus sekali aplikasinya;Positif
baguss;Positif
bermanfaat sekali dan cepat;Positif
Mantul;Positif
Baik;Positif
"kenapa setelah di updte malah tidak bisa di pencet apa""(error)? segera diperbaiki yah";Negatif
Terima kasih dokter Cepat tanggap menangani konsultasi;Positif
Dokternya keren fast respon,terima kasih;Positif
Mantap simpel dan cepat;Positif
Dokter astrid sllu jawabnya jelas;Positif
Memberi informasi;Positif
Dokternya baik, bisa tanya detil;Positif
Dokternya baik dan sangat membantu;Positif
Terima kasih sgt membantu;Positif
bagus lah pokoknya, dokter yang aku pilih BAIK BANGETTT, LUVVV 😻;Positif
gua ngerelain duit makan gua buat konsul ke psikolog biar gua tenang, tapi malah dicuekin. lu makan noh duit haram;Negatif
Tersiksa sakit 4 hari gasanggup jalan ke dokter , lupa kalau punya aplikasi halodoc Alhamdulillah langsung sembuh bisa nelen lagi uda keringetan badan udah pulih lagi Obat nya bagus walau mahal tapi asli langsung sembuh;Negatif
Sangat membantu;Positif
Sangat membantu saat sakit;Positif
Membantu banget;Positif
Aplikasinya tidak responsif. Lemot;Negatif
Setelah di update malah error pada saat klik pembayaran beli obat.. Sudah dua kali ganti dokter dengan resep sama saja error. Buang waktu dan mengurangi platform assuransi.;Positif
Sangat ramah .. penjelasan nya mudah dipahami..cepat banget berasa berobat lgsg ..;Positif
Sangat membantu dikala butuh dokter tapi mager;Positif
Bagus;Positif
Membantu dikala ga bisa ke dokter langsung;Positif
Mntaaap trbantu dgn ad nya hallo doc;Positif
Sangat membantu;Positif
mantap;Positif
bagus bangettttt:);Positif
Terimakasih memusakan jawabannya;Positif
Saya terbantu dwngan aplikasi ini;Positif
Rekomen.. menghindari kerumunan di rs juga sangat bermanfaat;Positif
Semenjak tidak ada driver borzo di apotik halomedika jadi lelet pengiriman, borzo driver terbaik;Positif
sangat membantuu;Positif
bagus cuy;Positif
Mohon dong pihak halodoc untuk pemesanan obat instan saya, atas nama milly dikirim sesuai waktu yg di perkirakan, KALO GA BISA YAA KEMBALIIN UANG SAYA!!! JGN ASAL HUBUNGI CS LO PIKIR TUH UANG DAUN PELAYANAN BURUK!;Negatif
Bagus;Positif
Sangat membantu;Positif
Dokternya bagus banget, terbuka dan sangat responsif...;Positif
Penjelasannya lengkap;Positif
Keren;Positif
Dokter ramah, membantu untuk kami yg kesulitan ke RS;Positif
Sangat membantu;Positif
Luar Biasa sangat manfaat apalagi buat saya yang bekerja bisa manfaatkan layanan kesehatan kapan saja dimana saja buat keluarga;Positif
Keren dan membantu banget;Positif
Sangat membantu;Positif
Sangat membntu sakit jadi sembuh;Positif
Pelayanan konsultasi sangat cepat tanpa perlu menunggu lama, dokter juga sangat tanggap juga bisa mengatur janji konsultasi. Tapi voucher tidak bisa digunakan sama sekali, alangkah baiknya jika sudab mengeluarkan kode voucher bisa digunakan jadi bermanfaat. Dan terkadang saat kita benar² memerlukan obat tsb estimasi terlalu lama;Positif
Trima kasih dok ..;Positif
Respon Cepat Terima Kasih Dok;Positif
Mantap;Positif
Konsultasinya cepat dan tepat Dokter juga menangani dengan baik mengenai kluhan yg di berikan. Trimakasi;Positif
Bagusssss;Positif
Jawaban dokter maksimal;Positif
Setiap mau beli obat tiba tiba halaman nya gabisa di pencet , aneh banget nih aplikasi;Negatif
Sangat bermanfaat;Positif
Aku menemukan jawaban atas penyakit yang aku alami;Positif
Pelayanan bagus dan cepat, resep obat cocok, terima kasih;Positif
mantep bangett;Positif
Keren;Positif
Aplikasi aneh masa batalin pesanan Dana baliknya nyampe 14 hari gila bener Aplikasi macam apa ini;Positif
Mudah di gunakan;Positif
konsul gak pake susah via halodoc;Negatif
Tidak bisa melakukan pembelian obat, aplikasi hanya loading di laman pembayaran, aneh banget ya;Negatif
Buruk.. pengiriman terlalu lamaaaa.. app lain sehari bisa sampai. Disuruh jangan stress appnya bikin orang stress;Negatif
Sangat memudahkan dalam berkomunikasi dengan dokter dan pembelian obat dll sangat terjangkau.;Positif
Mantap;Positif
"Sangat membantu dan terbaik dari anak saya sakit sampai hewan"" saya disni solusi terbaik";Positif
Sangat terbantu dengan aplikasi ini. Ditambah dihubungkan dengan asuransi, konsultasi cepat, obat dapat, cepat sehat 🙏;Positif
Untuk order obat disini agak mengecewakan karena prosesnya lama dan dikirim dari apotek yang terlalu jauh dari domisili. Seharusnya dicarikan apotek yg terdekat.;Positif
Sangat bagus, terimahnkasih dokter fadhli;Positif
Sangat membantu 👍👍;Positif
Sangat Membantu dikala sakit urgent!;Positif
Sangat membantu;Positif
Sangat baik;Positif
sangat tidak membantu. saya konsul spesialis kulit 3x bukannya jerawat sembuh malah tambah parah dan banyak. haduh, saya bayar ini bukan gratis;Positif
Sangat membantu dalam berkonsultasi dan minta resep dokter;Positif
Sangat membantu di saat sakit , pesan obat dan konsultasi dokter jadi lebih mudah dan efisien;Positif
Rekomendasi,dokternya Ramah...jangan takut konsultasi dan ke dokter;Positif
sangat membantu dikala gak sanggup ke klinik dan ke apotek;Positif
Bagus sekali;Positif
Sangat membantu halodoc ini. Dan super cepat .;Positif
Di upgrade aplikasi bukannya makin bagus makin lemot mau pembayaran aja loading mulu sampe gak bisa bayar;Positif
Bisa berkeluh kesah dengan psikolog disaat kapan pun dimana pun...plong hati 😊;Positif
sangat membantu terima kasih dokter;Positif
Untung ada halodoc;Positif
Semoga cocok dan kulit saya bisa membaik 🙏;Positif
mantap;Positif
Terbaik sekali.;Positif
bintang 4 dulu , karna bau coba beli obat di alodokter..;Positif
teman dokter pribadiku setiap saat;Positif
Kok ngak bisa login lagi saya, udah masukin no hp tetap ngak bisa;Negatif
Seenggaknya bisa Konsul sama dokter dan ga ngawang ngawang lagi dengan overthingking karna nyari tau di google;Negatif
saya beri bintang 5 langsung bu dokter;Positif
"cuma minta kode otp aja gak bisa"". klu gak segera di perbaiki mungkin akan aku uninstal...";Negatif
Terima kasih atas kerja sama dong;Positif
Hebat;Positif
Mudah untuk digunakan, dan sangat membantu untuk membeli obat;Positif
Hampir setengah jam nunggu respon dokter sampe ketiduran, ga semua dokter sih sprti itu. Tp mmg fiturnya kita gabisa tau kapan dokter akan balas. Keterangannya 5 menit, tp lama banget;Negatif
Respon nya sangat lambat sekali disuruh tunggu 2 menit tapi sudah 10 menit lebih belum ada respon padahal sudah bayar;Negatif
saya pesan obat diarahkan ke apotek yg sudah tutup.. ditambah tidak ada tombol untuk batalkan pesanan;Negatif
Dokter sangat cepat merespon pasien;Positif
Sangat membantu;Positif
Sangat membantu;Positif
Bagus🙏;Positif
Bagus;Positif
Sangat membantu;Positif
Kode OTP tidak masuk ke nomor yang tertera untuk verivikasi;Negatif
sangat manbantu;Positif
alhamdulillah berguna banget aplikasinya;Positif
Semoga membantu;Positif
Aplikasi yang sangat membantu untuk konsultasi mengenai kesehatan;Positif
Kecewa;Negatif
Maaf sy mau bertanya kenapa ya ada pendebitan rutin tiap bulan dr rek sy sebesar 29rb tolong di jelaskan dn jangan ada LG pendebitan dr rek saya;Positif
Obat tersedia dialoshop sudah dikasih resep juga tapi klik beli obat ko malah ke obat yang lain aneh padahal obat ada tersedia dan sangat membutuhkan obat itu;Negatif
Aplikasi tdk bisa dibuka;Negatif
Saya pesen obat dengan pengiriman gosend. Pesanan saya dikembalikan oleh driver ke apotek dn di status pemesanan pengiriman gagal. Yg saya kesalkan pihak driver tidak ada menghubungi saya dgn via apupun itu baik chat maupun call ke saya dan langsung pesanan saya dikembalikan ditambah lg pada aplikasi tidak ada fitur chat untuk apotek yang mengirimkan obat. Kemudian untuk refund uang, saya harus konfirmasi lg di whatsapp dengan mengisi form terlampir dan harus menunggu 3 hari untuk pencairan dana;Negatif
Tolong ditingkatkan lagi aplikasi nya, diterterakan lokasi apotek, karena mau cepat beli obat eh malah nunggu 3 hr karena lokasi apotek di luar kota, padahal dicari terdekat. Jika tidak ada yang terdekat harusnya dikonfirmasi biar jadi pertimbangan;Negatif
aku beri tiga bintang aja dulu karena baru pertama kali aku konsultasi;Positif
Sangat membantu;Positif
Sangat mudah. Tidak repot ke apotik;Positif
Keren appsnya membantu sekali;Positif
Keren;Positif
Pengiriman lama tidak tepat waktu sudah lewat 1 minggu barang belum juga sampai bingung mau lapor kemana tidak untuk chat pelapor;Negatif
pake alodokter pas mau chat knp harus bayar;Negatif
Bagus..;Positif
Mantap;Positif
Bagus;Positif
Sangat membantu di kala gk bisa keluar rumah,, pokoknya top deh..;Positif
pembayaran melalui Dana tolong disediakan,biar saya bisa konsultasi. terimakasih;Positif
Ga pernah berlangganan setiap bulan dipotong sama ini aplikasi;Negatif
Sangat membantu;Positif
Dokter nya baik, sabar, dan ramah walaupun di chat mlm2 masih nyambung. Sehat selalu untuk semua;Positif
Jelas;Positif
Bagus;Positif
3 bintang dlu soal nya baru Download apk nya klu bagus di kasi 5 bintang. Ternyata di bayar lagi chat dgn dokter tdk ada yg gratis di apk ini hahaha😂😂kurang bagus menurut ku karena tdk ada yg gratis nya hahaha😂;Negatif
Sangat tidak memuaskan saya Konsul dengan psikiater jawabnya sangat tidak memuaskan sangat tidak membatu sama sekali terus menjawabnya sangata lama sekali sangat buang buang waktu dan uang mending saya konsul langsung ke RS aja kalo tau harus Konsul secara tatap muka;Negatif
Alhamdulillah mantap;Positif
Ini mah diresponnya sama bot bukan manusia. Mana udah nungguin lama dokternya ky ga serius😒;Negatif
Oke;Positif
Sangat membantu, pelayanan cepat dan dokternya ramah 😊;Positif
Baij;Positif
Trm ksh atas jawabannya dok, sehingga sy tdk ragu memberikan obat kepa suami👍😘;Positif
Sumpah kesel banget sama ini aplikasi udah dokternya blsnya lama bgt gue tinggal dlu gada notif gada apa tiba2 sesi chat slesai taiii. Dapet solusi kaga bayar harussssss hadeh;Negatif
Maaf mau tanya kalo kartu yg kita daftarkan hilang dan aplikasi nya keluar. Saya mau masuk lg tapi tdk bisa. Gmn cara nya ya ka. Mohon petunjuknya, saya sdh berlangganan setiap bulan nya.;Positif
Saya kasih bintang 3 dulu, diperbaiki bug terdapat fitur chattingnya Gapapa ngeload chat saat buka room chat, agar mungkin tidak memberatkan server, akan tetapi, tolong langsung ke chtan terakhir karena saya harus scroll lumayan jauh sekali Kondisi sakit scroll itu sangat susah udh scroll mental lagi ke atas, mungkin itu perbaikan nya semoga di dengar oleh developernya dan fast update terimakasih;Negatif
Tidak jelek;Positif
Tolong min aplikasinya agak eror saya sudah verifikasi tapi tidak di tanggapi;Negatif
Respon cepat;Positif
Pesanan obat datangnya lama sekali;Negatif
Dokter anaknya telaten... Andai di langsung di rumah sakit, tenang seperti ini tidak diburu waktu krna pasien yg antri.;Positif
Bagus;Positif
Suka sama pelayanan dokternya;Positif
pengalaman pertama dgn dokter shiva sangat memuaskan;Positif
Informasinya sangat jelas;Positif
Kecewa, di chat tengah malem karena mendesak dibales 1 jam lebih, giliran blm dibales blm sampe 1 jam tiba2 disudahi;Negatif
"Alhamdulillah sangat membantu sekali,bwt yg jauh dari dokter seperti sy,dan punya anak kecil yg tiba""suka demam dsb,bisa gercep karena adanya apl ini,terimakasih...sangat puas,dokternya ramah""🙏👍";Positif
Sgt cepat penanganannya;Positif
Keren, jawabannya jelas dan mudah di pahami;Positif
Keren bgd;Positif
sangat membantu👍👍👍;Positif
Membantu;Positif
🙏Tolong adakan fitur kunsultasi dokter gratis membayar dengan metode menonton iklan dan dibatasi durasinya.;Negatif
dah lah jelek pokoknyaa obat nya jauh banget woii yang deket aja kali biar bisa pakr ojol lah ini buat apa berobat kalau obat nya jauh dikirim nya lama banget pake same day padahal,,buruk banget nih aplikasi,saran jangan berobat di sini obat nya lama sampe nyaa,obat dikasih dari apotik yang ga sesuai sama kota kita tinggal;Negatif
Sangat membantu;Positif
Fast respond;Positif
Bagus sih;Positif
Memuaskan;Positif
Sangat membantu;Positif
sangat membantu;Positif
Cukup membantu untuk dokter spesialis bagi saya jauh dari kota;Positif
Good;Positif
Seklinya buka eh si apl ini g ngerespon padahal dah berbyar ..harusnya ga nunggu 30 mnit untuk dokter pembantu beraksi ...ini dokter yg dibayar ga bls chat sampai dimatikan secara otomatis KLO ditanya malah balik nanya ga simpel jelasin apa yg ditanya JD sesi habis cm buat nunggu dokter umum(dr alni) KLO ga bisa balas LBH baik jgn online ngejebak orang keluarkan duit aja tp zonk sini butuh BNR bnr dokter ... Sangat menyebalkan sampai ketiduran pulak nunggunya ... Sekalinya dijawab dokter lain pl;Negatif
Lambat respon;Negatif
gabisa relogin setelah di update padahal udah masukin kode otp verifikasi;Negatif
Respon cepat;Positif
Aplikasi jelek. Dokter ga respon. Riwayat chat gak bisa ditelusur;Negatif
Terimakasih;Positif
Respon cepat, saya pakai yang premium nya, ke dokter umum, selang 1 menit langsung dapat jawaban;Positif
👍;Positif
Aplikasi tdk jelas, tidak real time, buang buang saldo gopay saja.;Negatif
Semangkin jelek sistem nya tolong diperbaiki lagi , kayak gini saya yang rugi udah bayar tapi waktu udah habis dokternya sama sekali tdk menjawab;Negatif
Mantap lah pokoknya dokternya ramah dan dalam penjelasan detail;Positif
Saya sudah bayar tp aplikasi tidak bisa di buka apa*an lah;Negatif
Alhamdulillah tanggapan dokter cepat di jawab, & smoga sangat membantu;Positif
good bgt malam.malam gini;Positif
Kenapa sekarang berbayar sih kalo spesialis okelah kalo umum janganlah berbayar kan orang jadi milih kedokter langsung jadinya;Positif
Sangat membantu;Positif
"Ga bisa login"" setelah keluar padahal sudah ikut asuransinya yg setiap bulan di debet otomattis. Contac person email tidak ada yg bisa dihubungi semua. Parahhh";Negatif
Sangat ramah dan jelas;Positif
Mantep;Positif
Mantap;Positif
keren;Positif
Terima kasih, sangat membantu;Positif
Ini knp alodokter ko abs diupdate malah erorrr sy lg butuh jawaban urgent malah ngehang;Negatif
Sangat-sangat membantu;Positif
Sangat membantu;Positif
tolong untuk update jadwal praktek dokternya untuk jam prakteknya. dokternya sedang cuti tetapi masih bisa buat janji . alangkah baiknya jika sdg cuti pasien tdk bisa membuat janji.;Negatif
Sangat membantu;Positif
sangat tidak membantu,. belum apa² sdh disuruh bayar aku log out dan hapus apk sj lah,. drpd nti kyak ulasan² yg laen yg pd tb² dipotong rekeningnya meski udh dihapus;Negatif
Sangat membantu;Positif
Keren;Positif
"Sangat"" Kecewa dengan aplikasi ini karan ini aplikasi bukan membantu malah merugikan tadi pas saya pesan obat katanya 1 jam paling lama setelah nunggu saya konfirmasi kok gk datang"" Katanya 8 jam saya tunggu katanya gagal pengiriman saya batalin tidak bisa ini mah nunggu pasien mati kali yak kocak juga ini";Negatif
lemot;Negatif
mantap markotop;Positif
Pake Aplikasi premiumnya dari tahun 2019,ada dpkter pribadi,bisa lebih dari 1 pasien,mudah digunakan dimana saja pelosok pun bisa asal ada jaringan internet,banyak dokter spesialis,dokternya ramah²,fast respon dan resepnya obat manjur.recomended banget,tks Alodokter;Positif
sangat membantu;Positif
Selalu puas sama pelayanannya dokternya juga ramah.. 😊🤗;Positif
Sangat membantu. Dengan tarif yg tersangka. Fast respon. Pengiriman obat cepat dan free ongkir;Positif
jelek;Negatif
Pelayanan yg simple dan mantaaaap;Positif
Udah lama hapus aplikasi masih aja tiap bulan nya motongin terus dari rekening.. Saya bawa ke pihak berwajib masa apalikasi gak di pakai tetep motongin uang konsumen dari rekening.. Jika tidak di tanggapi 1x24 jam saya viralkan aplikasi ini.. Terimakasih;Negatif
Aplikasi susah!! Gada respon pdhl tulisan online. Mana saldo udh kptg 45rb. Karna gada respon slma 46menit jadi saldo hilang + sesi prckapan ketutup otomatis!!! Pengembalian dana ribet!! Harusnya prckpan ketutup otomts dan gada respon ya duit harus balik otomatis juga dong!!! Apk macem apa makan duittt orang yang lagi urgent ada respon nyeselll saya install mending halodok!;Negatif
Mantap cpt meresponn;Positif
Kenapa tdk bisa daftar akun yah? Setelah masukkan nmor telpon, dan setelah masukkan kode verifikasi, tdk ada respon apapun. sdh di ulang beberapa kali ttp tdk bisa. Sdh di install ulang ttp tdk bisa;Negatif
Mau verifikasi aja susahnya minta ampun App kacau;Negatif
Memudahkan siapapun untuk berinteraksi dengan dokter secara langsung dengan biaya terjangkau dan mendapatkan resep untuk memberikan penanganan awal dengan baik;Positif
pelayanan sangat ramah;Positif
Sangat membantu;Positif
Sangat membantu, jawaban Responsif. Terima kasih para dokter dan aplikasi Alodokter;Positif
good job der;Positif
Aplikasi kesehatan terpercaya top;Positif
Apaan aplikasi alodok ini gk bner masa uang saya mau di kembalikan 11agustus sampe saat ini blom d kembalikan hati² jangan download aplikasi ini kalo uang kalian gk mau hilang di periksa nya nggk uang udah masuk tp gk di kembaliin,, di WA suruh nunggu suruh ngelampirin terus pembuktian di gantiin kagak;Negatif
kenapa tidak bisa di update..;Positif
"Dokternya ramah"" dan cekatan";Negatif
Aplikasih gak jelas obat saya pesan dari tanggal 15 sampai sekarang tidak di antar antar kata 2/4 hari tapi ini 7hari juga belum di antar;Negatif
sangat membantu;Positif
Sangat amat mrngecewakan .,!!!!pengiriman obat sangat lambat..pket malah nyasar ke jkarta.,sudah sampai sukabumi malah blik lgi ke bandung kacau!!! Respon CS nya lambat ..mengecewakan;Negatif
Kerennnn;Positif
Respon dr cepat, jawaban jelas dan to the point;Positif
bagus;Positif
Sangat membantu,ramah dan tanggap...;Positif
Dokternya banyak fresh graduate. Semoga punya wawasan luas dari dokter Junior.;Positif
Sangat membantu;Positif
Obat Dri dokter pernh manjur dan bagus;Positif
Chat ke apk ini karna darurat, terus malah disuru nunggu 24 menit, udah lebih dari setengah jam nunggu gaada balesan juga lagi. Udah mah sakit ditambah kesel lagi.;Negatif
Membantu sangat;Positif
Kenapa sekarang berbayarr😭😭😭😭😭padahal dulu ada fitur gratis;Negatif
Bagus;Positif
Sangat membantu. Terima kasih dok.;Positif
Kurang memuaskan .. udah bayar ehhh di abaykan 😡😡😡😡.. lebih di perhatiakan lagi jgn mau uang aja udah saldo masuk malah ngilang 😀;Negatif
Alodokter,tq❤;Positif
Dokternya ramah2;Positif
Barakallahu dijawab keluhan saya dg baik;Positif
Sangat membantu;Positif
Sangat membantu disaat bingung menghadapi penyakit di rumah;Positif
Sering mendapatkan telpon spam sejak daftar alodokter. Alodokter tidak menjaga informasi dari penggunanya. Chat dengan dokter seperti chat dengan bot/mesin. Tidak membantu;Negatif
Cukup membantu saat kita ingin bertanya tapi masih belum ada waktu untuk bertemu dengan dokter secara langsung;Positif
Pingin curhat tentang ke hamilan;Positif
good;Positif
Tolong dong alodokter jangan kerjasama dengan gojek. Buruk sekali. Saya pesan 2 dari resep dokter. Grab lsg tiba sampai. Eh gojek kebiasaan belom sampai2 kemana tau ini nyasar nya. Ampun dah. Pesen makanan bermasalah, gosend bermasalah, goshop bermasalah, halodoc bermasalah sampai sy uninstall halodoc krn driver gojek smua. Coba deh pakai grab aja, cepet, smart. Trims;Positif
Bikin orang parno aja;Negatif
Aplikasinya bagus;Positif
aplikasi apasih udah bayar nunggu lama, mana mahal lagi nyesel instal mending kesebelah aja;Negatif
Respon dokter cepat, ramah dan sangat baik;Positif
Sangat membantu sekali;Positif
Sangat merugikan uang saya sudah banyak masuk tanpa keterangan Padahal sya sudah pernah mengajukan pemberentian namun sampe saat ini rekening saya masih terus di potong bahkan kemarin yg bikin sya sampe kaget uang saya di potong sebanyak satu juta lebih. Tolong admin alodok kembalikan uang saya;Negatif
Terima kasih;Positif
Pelayanan buruk masa mau kerongsen aja gak bisa apa nunggu kritis dulu baru dilayani;Negatif
Sangat membantu . Terkadang ga bisa langsung pergi ke dokter krn suatu hal.ada alodokter, bisa konsultasi dulu untuk meringankan beban pikiran atas penyakit yg sedang diderita. Bahkan resep obatnya juga manjur sekali.;Positif
Mau chat aja harus bayar 🤣 ga melayani setulus hati namanya;Negatif
Saran dari saya untuk pembayaran harus bisa pakai dana, biar lebih gampang;Positif
data pribadi bocor. Ada penipuan mengatas namakan alodokter;Negatif
Good;Positif
Terimakasih, sangat membantu;Positif
Mantap jiwa;Positif
Apk keren;Positif
kacau kacau, kerasa bgt istri habis operasi sesar jaitan nya sakit mau Konsul ke dokter, eh udah bayar dan diterima tpi si dokter nya chat slow respone bgt Ampe masa chat 30menit berakhir, berasa sia sia bgt uang buat makan dipake alodok begini, shittt;Negatif
Membantu sekali;Positif
Aplikasi sangat mudah digunakan. Saat tiba2 sakit di waktu/jam2 yg sulit mencari dokter atau pertolongan medis, Alodokter sungguh membantu dan memudahkan. Tidak perlu repot keluar rumah, cukup konsultasi secara online, lalu tebus resep, dan obat pun dikirim ke rumah.;Positif
Goodd;Positif
Sangat tidak disarankan udah ngetik panjang2 dan bayar udh berhasil ehh malah ga berhasil malah ketutup aplikasinya ga bisa dibuka;Negatif
Baik,membantu;Positif
Tolong aplikasi nya di harapkan untuk membantu orang-orang yang membutuhkan, Bukan untuk di jadikan sumber penghasilan sampingan, saran saya Jangan Buat aplikasi berbayar/Suruh masyarakat membayar padahal masyarakat bersyukur Karena Tidak perlu lagi Bertemu dengan dokter secara langsung, ini aplikasi berbayar Di hapus dari play'store 🙏🙏🙏🙏;Negatif
Membantu bgt;Positif
Terimakasih sdh membantu terhubung dengan dokter dokter di Indonesia. Mungkin bisa lebih murah lagi harganya hee;Positif
Sangat membantu;Positif
Terimakasih untuk informasinya, sangat membantu dan bermanfaat . Top deh buat Alodokter;Positif
Tolong untuk pihak Alodokter lebih tegas lagi kepada pihak jasa kurir Anteraja. Saya membeli obat sudah 3 hari obatnya belum di pickup juga padahal saya sangat membutuhkan obatnya segera. Jangan membuat konsumen kecewa, jika jasa kurirnya seperti itu tolong putuskan saja kerjasamanya dengan Anteraja cari jasa kurir yang lebih bagus selain Anteraja.;Negatif
Bagus, dokter nya fast respon dan sangat membantu;Positif
Sumpah dokternya ramah2 dan fast respon apalagi klo konsul sm dokter anaknya, dr.hans nathanael.. bnr2 informatif dan jls bgt, bikin ibu2 muda kaya aq gini ga khawatir lg soal anak, jd ngurangin panik dan belajar lebih dlm lg soal kesehatan anak. Terimakasih byk alodokter.;Positif
gimana dah ni aplikasi, login lewat crome bisa tp pas download aplikasi gabisa login;Negatif
Sangat membantu;Positif
Sangat memuaskan;Positif
Bayar segala padahal cuma mw chat;Negatif
Sangat membantu terima kasih;Positif
Okelah;Positif
Emang bener2 mengecewakan. Udah ngetik capek2. Udah bayar juga. Katanya nunggu 24menit....tapi ternyata pertanyaan konsultasi ku ga direspon. Malah suruh chat dan bayar lagi. Apa apaan;Negatif
Respon cepat;Positif
Responnya cepet bgt dokternya;Positif
Bagus;Positif
Oke;Positif
Sangat membantu;Positif
Dulu gratis. Sekarang bayar.;Negatif
Jaman sekarang nanya doang harus bayar ya;Negatif
sangat membantu ketika bisa dapat konsuotasi ke dokter di hari libur. dan Terima kasih.;Positif
